cid,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,prob,intensity,lat,lng
23350-112774,0,0,1,1,0,2,3,0,2,0,2,0,0.014605894860939566,11,-23.540479709309473,-46.646483816149626
134210-134211,0,1,1,0,0,0,0,0,0,0,2,2,0.010259960871541907,6,-23.65144889208355,-46.74690515228835
124306-86965,0,0,0,1,1,0,0,1,0,0,1,2,0.012453090360497757,6,-23.623644353266585,-46.727181590455956
7818-8465,0,0,1,2,1,1,0,1,0,0,1,1,0.017571614470743627,8,-23.507594395508306,-46.62550571272297
19001-3157,0,0,0,0,0,1,0,0,0,0,1,3,0.007601261060651457,5,-23.57055858187477,-46.60534833023293
88296-88280,0,1,1,1,0,0,0,0,0,0,2,0,0.010391933561224151,5,-23.45770921002575,-46.694856505932826
32646-101377,0,2,0,2,1,0,0,1,0,1,1,1,0.017623853660409475,9,-23.51541311961953,-46.52042530935787
7135-75936,0,1,1,0,2,0,0,0,1,0,1,1,0.015332661131203672,7,-23.53599485337047,-46.47418587930543
6037-99103,0,2,0,0,0,1,0,3,1,0,1,1,0.01448766932643255,9,-23.53687275824322,-46.64996301199374
10782-7188,0,0,0,1,1,1,1,0,0,0,2,2,0.014927578292040035,8,-23.611105146484302,-46.47602134811718
6529-21797,0,3,0,1,0,0,0,1,1,0,1,0,0.012102996142035095,7,-23.555902925699442,-46.65782739834518
15188-15187,0,0,1,1,1,0,0,1,0,1,0,3,0.015065049843792408,8,-23.646687707590367,-46.71038955231735
8269-112614,0,0,1,0,1,0,1,1,0,0,1,0,0.011875709843137858,5,-23.546370637825255,-46.622745074303964
70239-75479,0,2,0,0,1,2,0,0,1,1,0,0,0.01276011015941135,7,-23.662073128667473,-46.78897835314996
50235-50239,1,0,0,1,1,1,2,0,0,0,2,0,0.014892752165596117,8,-23.636770234035012,-46.61422712945172
95501-69336,0,0,1,0,0,3,0,0,0,0,2,0,0.007705739439983251,6,-23.552686490225774,-46.41326696926997
6808-16650,0,1,1,0,0,0,1,1,0,0,1,0,0.011699746256894851,5,-23.52178213718016,-46.6977815956773
133306-73990,0,1,0,1,0,1,1,2,1,0,3,1,0.01906455552277413,11,-23.451864200113,-46.5871669868349
15183-15180,0,1,1,1,2,0,0,0,1,0,2,1,0.01796203367772028,9,-23.648575800000003,-46.715824549999994
7721-23488,0,2,2,0,0,0,0,0,0,0,1,1,0.010259960871541903,6,-23.549090975000475,-46.65033437500341
15978-15979,0,0,1,2,1,0,1,0,0,0,1,0,0.012515410797292178,6,-23.48938470770284,-46.65895703555957
25170-25171,0,4,2,2,0,2,0,0,1,0,1,0,0.015231848659918616,12,-23.566935251526978,-46.701156206273026
23271-5540,0,1,0,3,2,0,0,0,0,0,1,1,0.013036886216939396,8,-23.5394215153044,-46.639383137289926
9828-15431,0,0,0,1,0,1,0,0,1,0,2,0,0.010056502974948426,5,-23.663308663651122,-46.691651036700314
92702-92714,0,1,1,0,1,0,1,0,0,0,1,1,0.014956905556413904,6,-23.61461377291273,-46.418966830748694
18830-6317,0,0,1,0,0,0,0,0,1,0,2,1,0.010009762647352632,5,-23.54764656431669,-46.57382363587019
3838-3839,0,1,1,0,2,1,2,0,1,0,3,0,0.01729942079827397,11,-23.655152741706495,-46.76119434577559
140407-7607,0,2,0,0,1,0,0,0,1,0,1,0,0.010233383038203151,5,-23.53819905789688,-46.64767195403036
68847-65881,0,0,0,0,1,0,0,2,0,0,1,1,0.00982371781398114,5,-23.589554036041747,-46.79628383899838
140612-73800,0,0,0,0,1,0,1,1,2,0,2,1,0.014094500688420787,8,-23.496397799999997,-46.4020189
16580-26872,0,0,0,0,0,0,0,0,1,0,7,4,0.00740788441118648,12,-23.58278396017883,-46.59034108880774
15095-15058,0,0,0,1,1,0,0,0,0,0,1,2,0.010463418768135389,5,-23.6510587113795,-46.70483332627799
5250-18057,0,0,0,2,2,1,0,2,2,1,5,1,0.019890301310299965,16,-23.585925806781745,-46.652958523139986
9676-50978,1,1,1,0,0,0,0,0,0,0,2,0,0.010225134745097975,5,-23.657946075002588,-46.65370462499787
46015-48159,0,0,1,1,1,0,0,0,0,0,2,1,0.01306529700430154,6,-23.771038237619997,-46.68056378814369
1983-147,0,0,0,0,2,1,0,0,2,0,4,2,0.012673961320313185,11,-23.542372493463795,-46.6347139195768
33920-135989,0,0,0,0,0,2,0,1,0,0,2,1,0.009590932653013829,6,-23.593420311424524,-46.50248350886923
69569-69495,0,0,0,0,1,1,1,0,2,0,1,1,0.014621474970138177,7,-23.525718742550595,-46.48286470330204
23269-23261,0,1,0,1,2,0,1,0,2,0,1,1,0.017307669091379124,9,-23.541063213741495,-46.64182148458733
62681-62667,0,1,0,0,0,0,0,0,0,0,3,2,0.007658082635375761,6,-23.633148530126856,-46.620171250146996
5516-5511,0,1,0,0,1,3,1,0,0,1,1,1,0.01746896904543517,9,-23.549136093753223,-46.641187767865475
37193-37729,0,0,1,0,2,1,1,0,1,0,1,1,0.01722335320630434,8,-23.74275919331573,-46.69174403902947
36726-345,0,0,0,0,0,0,0,0,0,0,3,3,0.005084615186571749,6,-23.592878619781423,-46.69484472352019
9844-9846,0,0,2,1,0,0,0,1,0,0,1,0,0.009808137704782506,5,-23.691267806185202,-46.67807371344901
132623-132625,0,1,1,1,1,0,0,0,0,0,1,0,0.013141364596271164,5,-23.545914725004906,-46.65147657501079
35196-35195,0,0,1,0,1,1,0,1,0,0,2,0,0.01244484206739262,6,-23.599436102487836,-46.59557912354245
74850-74812,0,1,1,1,0,0,1,1,0,0,1,0,0.014329118803411485,6,-23.50179927501525,-46.37601119999211
3847-3826,0,0,0,0,1,3,0,0,0,0,1,2,0.010350692095698477,7,-23.659707573873373,-46.769325915367
116152-30430,0,0,0,3,0,1,0,2,0,0,2,0,0.009722905342696075,8,-23.731516500570244,-46.6975288801778
76901-76902,0,0,0,1,1,2,2,1,0,0,1,0,0.014419850027568038,8,-23.526004374259813,-46.44580180120861
44581-44831,0,0,0,0,1,1,0,2,0,0,1,0,0.009842963831226464,5,-23.40953468787005,-46.757974384540475
23046-23048,0,4,2,2,3,0,3,3,1,0,1,0,0.019401819063073252,19,-23.50680361455133,-46.67733526794602
33504-113836,0,0,1,1,0,1,1,2,1,0,1,0,0.016595566453301954,8,-23.57847275473947,-46.49958850471675
5619-5615,0,2,1,2,5,3,1,0,1,0,1,0,0.019928793344790585,16,-23.55058679832651,-46.646050916908955
43144-43138,0,1,0,0,1,0,0,0,1,0,1,1,0.012730782895037502,5,-23.585085726664353,-46.509454848594956
125491-125493,0,2,0,0,0,1,1,0,0,0,1,0,0.009624842302446064,5,-23.62968530000753,-46.71332717500408
17955-113722,0,1,0,1,0,0,0,1,0,0,1,1,0.012277126774254729,5,-23.58539147455872,-46.636757425826964
97493-97491,0,1,0,1,0,0,0,1,0,0,2,1,0.01227712677425473,6,-23.513922800003357,-46.389532450010165
3571-125885,0,1,1,1,0,0,0,0,0,0,2,0,0.010391933561224151,5,-23.55413429362686,-46.66108517250449
36052-4279,1,0,2,0,1,1,3,0,0,0,2,2,0.017362657712080072,12,-23.69033023934956,-46.77458488093107
58925-55436,0,0,0,2,1,0,2,2,0,0,2,1,0.01440060401032272,10,-23.665457819019565,-46.67779072783699
37375-37374,0,1,1,0,0,1,0,0,0,0,1,1,0.012776606745621609,5,-23.74194946195033,-46.6983227150372
58497-58506,0,1,1,1,0,0,0,1,0,1,0,0,0.012391686400714997,5,-23.580154661790367,-46.749812008150755
59000-124093,0,0,2,2,0,1,0,1,1,0,3,1,0.017145452660311308,11,-23.70914963651562,-46.654747810613756
7413-7414,0,0,0,1,1,0,1,1,0,0,1,0,0.011903204153488346,5,-23.541313674780945,-46.611352978819795
38555-38511,0,0,1,2,0,1,0,0,2,0,1,0,0.012658381211114579,7,-23.738530291058247,-46.66719084145778
5312-5314,0,4,0,0,0,0,0,0,3,0,1,0,0.007483952003156122,8,-23.575806308239134,-46.64134532468408
63243-63242,0,0,2,0,1,0,1,0,0,0,2,0,0.009886038250775537,6,-23.582825748749165,-46.74501896255998
3423-4622,0,1,0,1,0,0,1,0,1,1,1,1,0.01715553390743984,7,-23.648803786790292,-46.75295685236415
84830-84825,0,0,0,3,1,0,0,0,0,0,1,1,0.010463418768135386,6,-23.49363959110711,-46.40194924306441
74759-74788,0,1,0,1,1,0,1,0,0,0,1,0,0.012487000009930013,5,-23.500947115063777,-46.391800155659126
97632-97630,0,0,1,1,1,0,0,1,0,0,2,2,0.015054968596663925,8,-23.518262518535693,-46.38785127009161
73994-100965,1,0,0,1,0,4,0,1,1,0,1,1,0.017006148154535584,10,-23.44841702600777,-46.58865047220174
24733-22817,0,1,0,1,1,0,0,1,0,0,1,0,0.012529157952467384,5,-23.499239517723286,-46.67494365775171
98615-98706,0,2,1,0,0,0,0,0,1,0,1,1,0.012583230096156644,6,-23.51639034448592,-46.574021357232354
105322-105321,0,0,0,0,0,1,1,1,1,0,3,0,0.01136431567061914,7,-23.66501985,-46.7293187
9415-140215,0,0,1,0,0,0,0,1,1,0,1,1,0.011999434239714977,5,-23.55448498100351,-46.73635393083062
124882-124883,0,1,0,0,1,0,0,0,1,0,2,1,0.012730782895037502,6,-23.56529695000195,-46.63952179998807
61924-127483,1,0,0,0,2,1,0,1,1,0,1,0,0.0146288067862316,7,-23.44804730187446,-46.755763964221245
73994-73991,0,1,0,1,1,0,1,0,0,0,2,0,0.012487000009930013,6,-23.449852038904837,-46.589255399725985
5574-5575,0,1,2,1,0,0,1,0,0,0,1,1,0.014836847067883487,7,-23.544701341199193,-46.64720507498012
21879-21880,0,2,1,2,0,1,0,1,0,1,0,2,0.017405732131629072,10,-23.545091600005073,-46.61693620001931
88021-88339,0,0,0,1,1,0,1,1,1,0,2,0,0.01422647337810309,7,-23.460539699999998,-46.68681225
28005-28003,0,0,1,1,0,0,1,0,1,0,1,1,0.014586648843694254,6,-23.46992002126559,-46.60484565646777
3423-3842,0,0,1,1,1,0,2,0,0,0,3,0,0.012515410797292173,8,-23.64936833679029,-46.75472080236415
46028-37821,0,0,0,0,1,2,0,1,0,0,2,0,0.00984296383122646,6,-23.755220856927117,-46.67907673891407
17565-17512,0,0,0,1,1,1,0,0,0,0,2,0,0.010482664785380716,5,-23.599660103510267,-46.634196912386415
34857-34853,0,0,1,1,1,0,0,0,1,1,1,0,0.015488462223189649,6,-23.573182584139218,-46.56008579508538
15668-64693,0,0,0,0,2,1,0,1,0,0,1,0,0.009842963831226462,5,-23.56650548584607,-46.75464445175031
13957-13900,0,1,0,0,0,1,0,0,1,0,2,1,0.012497997734070194,6,-23.571732850007166,-46.65132460001454
5165-3620,0,0,0,1,2,1,2,1,1,0,1,2,0.019240519109017133,11,-23.614970538715916,-46.73182364907565
20879-20880,0,1,0,0,1,1,1,1,0,0,1,0,0.014363944929855418,6,-23.523160234683136,-46.593486116602264
3754-3755,0,0,0,0,1,0,0,0,1,0,1,2,0.010157315446233488,5,-23.47003445,-46.800577000000004
8267-21943,0,0,0,0,0,0,2,1,2,0,1,0,0.00884766979653944,6,-23.55644206157228,-46.6289815372655
87802-87799,0,4,0,0,1,2,1,2,0,0,3,2,0.01686134478668978,15,-23.454497459753657,-46.679854774667334
89265-62917,0,0,0,0,1,0,0,0,2,0,1,1,0.01015731544623348,5,-23.43082173763009,-46.72673039195438
3391-5140,0,2,0,0,0,0,1,0,1,0,1,1,0.011928865509815452,6,-23.640276723404824,-46.74518792654835
59209-21501,0,0,0,1,1,0,0,1,1,0,3,0,0.012278959728278112,7,-23.69745365737313,-46.64866632950094
46968-48142,0,0,1,3,1,0,0,1,0,0,1,0,0.012557568739829533,7,-23.59768261597175,-46.51673214934463
105321-105322,0,1,1,0,0,0,0,0,1,0,4,0,0.010085830239322262,7,-23.66501985,-46.7293187
4545-139867,0,0,1,2,3,1,1,0,0,0,1,2,0.017529456528206224,11,-23.600966491253047,-46.74800635945033
74700-74691,0,0,0,0,2,0,0,0,1,0,1,1,0.010157315446233483,5,-23.49938695,-46.38605095
113609-8798,0,0,1,1,1,0,0,0,0,0,2,0,0.010567897147467174,5,-23.603980500789746,-46.636790867035565
7755-6591,0,2,1,1,0,1,0,0,0,0,1,0,0.012908579435303855,6,-23.549770546427332,-46.68150810679623
24070-24045,0,0,0,0,1,2,0,0,1,0,1,0,0.010176561463478838,5,-23.533538802242425,-46.62091054077103
4214-136968,0,2,1,1,0,0,0,0,0,0,1,0,0.010391933561224151,5,-23.64686466847946,-46.641246441639026
59823-59824,0,2,0,0,2,0,1,0,1,0,2,1,0.014678296544862487,9,-23.714935775000242,-46.62817012500162
13907-13912,0,0,0,0,0,2,0,0,0,0,3,1,0.007601261060651457,6,-23.570075957093287,-46.64692713963647
33085-61437,0,0,2,1,1,0,0,0,0,0,1,0,0.01056789714746717,5,-23.604439671851996,-46.5960683295105
124267-112852,0,0,0,0,1,1,0,1,1,0,1,0,0.012166233055841157,5,-23.53050076937528,-46.66764578777041
88378-127156,0,0,2,3,0,0,0,0,0,0,2,0,0.007818466112420154,7,-23.457211778709414,-46.707040115866725
25146-25147,0,1,0,0,0,1,0,0,1,0,1,1,0.012497997734070197,5,-23.56618267500005,-46.69602132499982
55585-9729,1,0,0,1,0,0,0,0,0,0,1,2,0.010176561463478808,5,-23.661645324461603,-46.64553116895041
33695-16893,0,0,2,1,0,0,0,0,2,0,1,0,0.010141735337034866,6,-23.584104067002016,-46.53426399062114
93178-93177,0,0,0,1,0,1,1,0,1,0,2,0,0.0120040166247734,6,-23.579327715858426,-46.411758332887366
86198-86197,0,0,0,0,1,0,1,0,0,0,1,2,0.009781559871443763,5,-23.65210148846267,-46.611535658664785
5179-5180,0,0,1,1,0,2,0,0,0,0,1,1,0.012832511843334228,6,-23.617196078226414,-46.74084749902889
13912-13913,0,0,0,0,1,1,1,0,0,0,2,1,0.012298205745523434,6,-23.569326967001068,-46.64673762693036
7739-115469,0,2,0,0,0,1,0,0,2,0,2,0,0.010000597877235819,7,-23.557204099613614,-46.659204421620714
71529-71528,0,0,0,0,0,1,0,0,0,0,2,2,0.007601261060651457,5,-23.62894088463456,-46.44524225708274
23270-23269,0,1,0,0,1,0,0,0,2,0,2,0,0.010233383038203153,6,-23.54058209798071,-46.64119039903233
100071-100063,0,0,1,1,1,1,3,1,0,0,2,0,0.017021728263734222,10,-23.686550766529678,-46.75488542669973
4202-4203,0,0,0,1,1,0,2,0,1,0,1,0,0.012236801785740718,6,-23.669573084871853,-46.6337097116272
6707-25787,0,2,0,1,0,0,0,0,0,0,1,1,0.010287455181892382,5,-23.58984874979364,-46.631697339601516
35417-51440,0,1,0,0,1,0,0,1,2,0,1,0,0.012223054630565488,6,-23.637844246663953,-46.655346644526404
52313-52016,0,0,0,0,0,1,1,1,0,0,1,3,0.011538446302838783,7,-23.485616455788488,-46.47954505018751
5818-5790,0,0,0,1,2,0,0,1,1,0,1,0,0.012278959728278119,6,-23.538607056289358,-46.56560384905638
5689-91015,0,0,0,0,0,0,1,0,0,0,4,1,0.007032128836396716,6,-23.587246922373517,-46.590842733238446
61995-1026,0,1,0,0,0,1,0,0,1,0,1,1,0.012497997734070194,5,-23.619951849999993,-46.61085965
15796-15797,0,1,2,2,3,0,0,1,0,0,1,1,0.017628436045467873,11,-23.498032571357903,-46.66334453866034
56773-87627,0,0,2,0,1,0,2,1,2,0,2,0,0.014198979067752603,10,-23.45811094574723,-46.66090353838173
7607-6037,0,1,1,1,0,2,1,1,0,0,1,0,0.016845764677491194,8,-23.537708116140095,-46.64856671602409
105727-105691,0,0,0,1,1,1,1,0,0,0,1,0,0.012430178435205686,5,-23.676270795974652,-46.76547212370414
136716-103804,0,0,1,0,0,0,1,0,1,0,2,1,0.011957276297177593,6,-23.594561615160575,-46.73750591984533
8268-8269,0,2,1,4,1,2,1,1,2,0,2,4,0.024415864793987312,20,-23.546896173009664,-46.62375426076692
75455-75460,0,4,0,0,0,1,1,0,0,0,1,0,0.009624842302446064,7,-23.662624503978673,-46.79367506316686
104209-104208,0,2,0,1,1,0,0,0,0,0,1,0,0.01053948636010502,5,-23.77403675,-46.70213285
41089-41138,0,0,1,2,0,0,0,1,2,0,1,1,0.014628806786231607,8,-23.460618724298136,-46.7150950535879
7815-42008,0,1,2,0,1,0,0,1,0,0,2,1,0.014999063498951293,8,-23.51273793012887,-46.624934393245
38574-38576,0,1,0,0,1,1,1,0,1,0,1,0,0.014697542562107814,6,-23.734218749999997,-46.66881915
65770-65769,0,1,1,1,0,0,1,1,0,0,2,0,0.014329118803411483,7,-23.587536666765253,-46.75020832117576
47002-47011,0,0,2,1,1,0,0,0,0,0,2,1,0.013065297004301542,7,-23.612804027400802,-46.489762264864154
21497-58795,0,0,0,0,0,1,1,1,2,0,1,0,0.011364315670619142,6,-23.694825181258413,-46.65020990102494
2703-101366,0,1,2,1,2,1,0,0,1,0,1,0,0.01798127969496559,9,-23.51004865741117,-46.550556490426416
21883-21882,0,0,0,2,1,0,0,0,0,0,1,1,0.010463418768135394,5,-23.54914489228412,-46.61421159295624
15213-15284,0,1,0,1,2,1,1,1,4,0,2,0,0.019316586700986745,13,-23.654861200057503,-46.714725372822485
63309-29791,0,0,0,1,1,1,0,1,1,0,1,1,0.017293005459192195,7,-23.59497104400598,-46.76175411138692
5425-5591,0,0,1,0,2,1,0,1,1,0,1,0,0.014768111292007327,7,-23.545587872391167,-46.635751397965606
4728-4727,0,1,2,1,0,0,0,1,0,0,1,0,0.012381605153586479,6,-23.634446873002325,-46.72734431572724
2945-2946,0,1,0,1,0,1,0,1,0,0,1,0,0.012296372791500065,5,-23.38157850942623,-46.56313689199
63394-63285,0,1,1,0,1,2,1,1,1,0,3,4,0.021786492247470694,15,-23.58592306876564,-46.75950212496032
6583-124716,0,0,0,0,3,0,1,2,1,0,2,2,0.014094500688420794,11,-23.55889889328943,-46.6797585728109
31585-31586,0,1,0,0,0,0,0,1,3,0,1,1,0.011971023452352821,7,-23.57603099813575,-46.71196693262008
97256-73626,0,0,4,0,0,0,0,0,0,0,2,0,0.0051890935659035286,6,-23.5089628991464,-46.40612605684893
133140-133141,0,0,0,0,1,2,0,4,0,0,2,1,0.012340363688060811,10,-23.635831675001135,-46.47368145000809
23018-98335,0,0,1,1,1,0,0,0,0,0,2,0,0.010567897147467172,5,-23.50416598030777,-46.68207258784976
15244-56475,0,0,1,0,0,0,1,2,0,0,3,0,0.00912627880809085,7,-23.663196489752245,-46.708582748076715
25604-8292,0,1,0,0,2,1,0,0,0,0,1,0,0.010426759687668133,5,-23.559820281567248,-46.62987731937517
124166-124167,0,0,0,1,1,2,0,0,0,0,1,0,0.010482664785380713,5,-23.65325805,-46.7631595
38667-38672,0,0,1,0,0,1,3,0,1,0,1,0,0.01197652231442294,7,-23.74041237489375,-46.661058197780555
125460-54569,0,1,1,0,0,1,0,0,1,0,1,0,0.012602476113401982,5,-23.62544433237271,-46.504682222315594
58575-58547,0,1,0,0,2,1,0,1,0,0,2,2,0.0149138311368648,9,-23.68454008829411,-46.6406030083138
70539-82215,0,0,0,1,1,2,0,0,3,0,1,0,0.012805934009995423,8,-23.512820461158668,-46.46318618838918
4461-64779,0,1,2,0,1,0,0,0,1,0,2,0,0.01283526127436928,7,-23.58666133502716,-46.754048870024974
36323-36321,0,1,0,4,4,3,0,0,1,0,1,0,0.01537940145879947,14,-23.520100431695276,-46.45597412075737
28259-134577,0,1,0,0,1,0,1,0,1,0,1,0,0.012180896688028107,5,-23.44129298830989,-46.72117725407978
9539-9537,0,0,1,0,0,2,2,0,0,0,1,1,0.012150652946642563,7,-23.673358607070927,-46.66527121053491
124651-111023,0,3,1,3,2,3,0,0,1,0,2,0,0.01798127969496559,15,-23.5685087,-46.6480096
97091-126631,0,1,1,0,0,0,0,0,1,0,1,1,0.01258323009615664,5,-23.50567467118657,-46.36648273958987
32127-57219,0,0,0,0,1,1,1,0,0,0,2,1,0.012298205745523432,6,-23.688682549534263,-46.67130828006928
138950-45956,0,0,1,0,1,1,0,0,0,0,2,0,0.01045517047503027,5,-23.7690254377051,-46.6797753989397
70751-28939,0,1,0,3,0,0,0,0,1,0,3,1,0.01261072440650707,9,-23.49297193243177,-46.444134502276626
120826-120827,0,0,1,1,0,0,0,0,1,0,2,1,0.012639135193869245,6,-23.524446949999998,-46.66644375
5439-5462,0,1,4,1,2,2,3,1,3,0,1,2,0.0244158647939873,20,-23.555487195112917,-46.63561070944408
7446-7445,0,1,0,1,0,1,0,0,0,0,1,1,0.012804101055972092,5,-23.558664094430732,-46.69844781444894
5629-113535,0,0,1,1,0,1,1,1,0,0,1,1,0.016769697085521573,7,-23.535105051112286,-46.63977175343895
5533-5534,0,0,1,1,0,0,1,0,1,0,2,1,0.014586648843694257,7,-23.540156218327308,-46.636380155021236
97640-97632,0,1,0,1,0,1,1,0,0,0,2,0,0.012254214848962672,6,-23.518408768535693,-46.38712862009161
2602-2603,0,0,2,1,0,2,0,1,0,0,2,0,0.012324783578862235,8,-23.489575549999998,-46.50899905
3513-139754,0,3,0,0,1,2,2,1,0,0,1,0,0.01436394492985542,10,-23.580229363387744,-46.711014227643076
27802-60572,0,0,2,2,2,1,3,1,2,0,1,1,0.021842397345183343,15,-23.4921216246429,-46.685405582450954
92080-92075,0,0,2,1,1,1,0,0,0,0,1,0,0.013084543021546859,6,-23.608663923070992,-46.45229780687792
114470-94223,0,0,0,0,1,1,3,1,0,0,1,1,0.014287877337885786,8,-23.574809148265167,-46.48157781149811
7411-20785,0,1,0,0,0,1,0,0,2,0,2,1,0.012497997734070196,7,-23.539982706155385,-46.607816775251734
6451-23498,0,0,1,0,1,0,1,2,0,0,1,0,0.011875709843137855,6,-23.55539675841385,-46.64514518823573
115910-10177,0,0,0,1,1,3,1,0,0,0,1,1,0.01492757829204003,8,-23.582352915027442,-46.77267359994303
89697-89683,0,0,0,1,1,1,0,0,0,0,1,1,0.012980064642215083,5,-23.45683696530039,-46.73031967841469
59176-59177,0,0,1,1,1,1,1,0,0,0,1,0,0.015032056671371847,6,-23.695312970705068,-46.64136403440139
95059-95070,0,0,0,2,0,0,0,0,0,0,2,3,0.007713987733088373,7,-23.565477966423096,-46.42694150342902
125178-125179,0,1,0,1,0,1,0,1,0,0,1,1,0.01479377264833442,6,-23.556941849999994,-46.6519544
58554-58542,0,1,0,0,1,0,1,1,1,0,1,1,0.01666796813722484,7,-23.68305782500624,-46.63812372498056
17302-17313,0,1,3,1,0,2,0,0,0,0,1,1,0.01540597929213822,9,-23.417168505928068,-46.73141616754281
130340-31299,0,0,0,0,1,1,0,0,0,0,2,1,0.010350692095698477,5,-23.739605214743996,-46.702330165417045
135075-4056,0,1,0,0,2,0,0,0,0,0,3,1,0.010407513670422789,7,-23.627371299999993,-46.76691055
38703-38588,0,0,0,1,0,0,0,1,2,0,1,2,0.012026928550065461,7,-23.735651638223665,-46.66525120401559
70700-70702,0,0,0,0,1,0,1,1,1,0,1,2,0.01409450068842079,7,-23.491263502706857,-46.440253818083505
7439-135876,0,5,1,0,0,0,0,0,0,0,1,0,0.00776256101470754,7,-23.562112320552558,-46.69459719529786
66252-66255,0,0,1,2,1,3,0,0,0,0,1,0,0.013084543021546864,8,-23.571485375971896,-46.77899513609691
22494-125845,0,1,3,2,2,2,1,0,2,0,2,1,0.022426193201624926,16,-23.524895324461404,-46.61877016814209
62518-23261,0,1,3,0,3,0,2,0,1,0,1,0,0.014782774924194263,11,-23.540963851033773,-46.64267191544903
72944-72926,0,0,0,0,0,1,0,0,1,0,2,1,0.009924530285266178,5,-23.580514900000004,-46.3893937
5300-5295,0,0,1,0,1,3,0,0,0,0,1,1,0.012952570331864617,7,-23.562472680001285,-46.65631451622673
41136-127049,0,0,1,1,0,1,1,0,0,0,1,0,0.012282625636324838,5,-23.438182705036738,-46.717335059992024
84972-84301,0,2,0,1,0,0,0,0,1,0,1,0,0.01011332454967273,5,-23.495233050002277,-46.432865275000395
18651-18653,0,1,0,1,1,3,1,0,1,0,1,0,0.01732691510862445,9,-23.51447612500278,-46.57727572500595
70242-70223,0,1,1,1,0,0,0,0,1,0,0,1,0.012625388038694023,5,-23.661628211725215,-46.7874013048979
97171-97148,0,0,1,1,0,0,1,0,1,0,1,0,0.012089248986859879,5,-23.507700847237448,-46.37768262690186
37764-37619,0,0,1,1,1,0,1,0,0,0,1,0,0.012515410797292171,5,-23.74986791291346,-46.687783955993524
73801-73768,0,0,2,1,0,0,0,0,0,0,1,2,0.01031586596925453,6,-23.497514046993416,-46.40109824872668
63839-63838,0,0,2,0,0,1,1,1,0,0,2,0,0.011642924682170574,7,-23.589704447122863,-46.7408105726321
58796-58799,0,0,2,1,1,0,1,0,2,0,1,1,0.017336079878741268,9,-23.693304593977732,-46.63441954137544
88216-41157,0,1,1,0,0,1,0,0,0,0,2,0,0.010279206888787244,5,-23.469048097299755,-46.69576069757136
129534-3486,0,1,1,1,1,0,0,0,0,0,1,0,0.013141364596271164,5,-23.640298363747107,-46.73653185844928
35997-104965,0,0,1,0,1,1,1,0,0,0,1,0,0.012402684124855236,5,-23.676212758254643,-46.77534683178125
41060-41038,0,0,1,0,1,0,1,1,0,0,1,1,0.01437310969997224,6,-23.449028511623823,-46.70153743660163
72308-70724,0,0,0,1,1,2,0,0,0,0,1,0,0.010482664785380713,5,-23.530403228323962,-46.452734694135856
95749-95746,0,0,0,0,2,0,1,0,0,0,2,2,0.009781559871443767,7,-23.547063952297037,-46.40041683552576
64907-92921,0,1,0,0,1,2,0,1,0,0,1,2,0.014913831136864801,8,-23.596077607741904,-46.43676972816763
21943-22038,0,3,1,1,1,2,1,2,1,0,1,0,0.02191846493715292,13,-23.55688294792003,-46.62898641156215
18817-137798,0,1,1,1,1,0,0,0,0,0,1,1,0.015638764453105556,6,-23.51066148864512,-46.71472872544138
79682-3826,0,0,2,1,1,0,0,0,0,0,1,0,0.010567897147467174,5,-23.658593246629895,-46.768193943241315
6577-3677,0,1,0,1,0,0,0,1,2,0,1,0,0.012102996142035093,6,-23.557862773719016,-46.68187563704515
32640-71413,0,1,0,0,1,0,0,1,1,0,1,1,0.014720454487399878,6,-23.51795671066861,-46.52326348160917
31759-55183,0,2,2,0,1,0,1,0,2,0,1,0,0.014782774924194261,9,-23.601442430071153,-46.51484277341619
10567-10564,0,0,1,1,1,1,0,0,0,0,1,0,0.013084543021546859,5,-23.519174899999996,-46.71189585
52016-52518,0,2,1,2,2,0,0,2,1,0,1,1,0.019951705270082623,12,-23.485878487790597,-46.47850232433025
1941-111212,0,1,0,0,1,0,0,0,1,0,2,0,0.010233383038203151,5,-23.529507939728823,-46.63184522967549
80598-63643,0,2,1,1,0,1,1,0,2,0,2,0,0.01717936230974358,10,-23.626510296653272,-46.76220276202811
71244-71245,0,0,1,1,0,0,0,0,0,0,2,1,0.010315865969254533,5,-23.530541449938045,-46.51724106559368
141822-141820,0,0,1,1,0,0,0,0,1,0,2,0,0.010141735337034864,5,-23.519945999999997,-46.67284775
4057-4049,0,3,0,1,3,0,0,0,1,0,1,3,0.01536015544155412,12,-23.627793436366716,-46.76717769649645
10-11,0,1,2,1,0,0,0,0,0,0,1,1,0.012889333418058537,6,-23.586387832374353,-46.69049138608635
107227-107247,0,1,0,1,0,0,1,0,1,0,1,0,0.012060838199497697,5,-23.688308265675616,-46.79284367404108
15131-15132,0,0,1,1,0,0,1,0,0,0,1,1,0.012263379619079504,5,-23.65214515912863,-46.70559759337458
3504-50720,0,1,0,2,1,0,0,0,0,0,1,0,0.01053948636010502,5,-23.614010643188706,-46.696105604152976
88378-88313,0,0,0,3,1,0,0,0,0,0,1,3,0.01046341876813539,8,-23.45681937732955,-46.70470563622001
